ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=2e5b5489bd56e514,웹 개발자,엠플랜잇 서울 강남구,"연봉 30,000,000원 - 60,000,000원","업무 : 광고플랫폼 B2C기반 서비스개발 / 외부 API연동 관련 개발 / 웹 서비스 개발 및 유지보수 Java, jsp 등 프로그래밍 경험자 AWS등 클라우드 서버 경험 및 웹 서버에 대한 이해 (Apache / Nginx..."
https://kr.indeed.com/viewjob?jk=0e69f0e3fde6e5cf,Core Banking Developer (전자금융),토스 뱅크 서울 강남구,,"있는 분 유연한 사고와 논리적인 커뮤니케이션을 통한 협업이 가능한 분 우대 사항 금융권에서 유사한 형태의 개발 및 운영 경험을 보유하신 분 Java를 활용한 개발역량이 있는 분 현업 인터뷰 토스가 꿈꾸는 은행, 어떤 모습일까?"
https://kr.indeed.com/viewjob?jk=ed01858a0804bd1d,2020 박사,세메스 천안 서북구,,"을 위한 지능 제어 시스템 개발 - 인공지능 SW의 공통 Platform 개발 Server 개발 - Java, JSP 기반 web 및 API 개발 - Spring, Springboot, Mybatis 개발..."
https://kr.indeed.com/viewjob?jk=9b03fb4dca96750c,2분기 개발자,이스트게임즈 서울 서초구,,"C/C++, C#, Swift, Objective C, Kotlin, Java, JavaScript, Python, Go. - 새로운 프로그래밍 언어... 통신·모바일·게임>응용프로그래머> JAVA|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=fe667d8bb274dd49,Server Engineer,레이니스트 서울,,운영 경험이 있으신 분 RDBMS/NoSQL 등 데이터베이스를 활용한 백엔드 구현 경험이 있으신 분 Linux/ Java/Mysql/Git 기반 개발 경력 2년 이상 B2B 서비스 개발/운영/협업 커뮤니케이션 역량이 있으신 분...
https://kr.indeed.com/viewjob?jk=35b027aa25049d45,Support Engineer _ Azure PaaS,Microsoft 4.2 서울,,"one or more languages or frameworks: Java, Node, Python, PHP and Ruby, .NET Core... NGNIX, Apache, Java, Node, Python, PHP..."
https://kr.indeed.com/viewjob?jk=796c12d417b86a07,산학겸임교사 NCS기반자격(SW개발 L3 능력단위),서울디지텍고등학교 서울 용산구,,"도제학생(25명)이며 수업 내용은 JAVA(3주)와 HTML+CSS+Javascript(2주)입니다. NCS 프로그래밍언어활용( Java),화면구현... 있으나 작년에 사용했던 교재는 명품 JAVA Programing입니다. 구체..."
https://kr.indeed.com/viewjob?jk=cac18e6bcbee5a21,Front end 개발자,브릭 성남 분당구,"연봉 28,000,000원","Oracle, MySQL, Redis, HBase, 기타 ElasticSearch 사용 언어 (빈도수 순) : Java, C#, Javascript, Scala, Python, R, C++ 7. 근무 조건 근무장소..."
https://kr.indeed.com/viewjob?jk=a72d79f7f74e3747,[솔루션개발팀] JAVA웹개발자,캐럿글로벌 서울 강남구,,솔루션개발팀] JAVA웹개발자 채용 모집부문 및 자격요건 담당업무 자격요건 인원 이러닝 융합 서비스 본부 [ JAVA 웹개발자] - Spring... 통신·모바일·게임>응용프로그래머> JAVA|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=c5401240fee182a0,"(주)어픽 JAVA, JSP, PHP 웹개발 정규직",어픽 서울,,"[응용 프로그래밍] - C, C++, JAVA, 임베디드 개발 유경험자 - .NET... 분 - 프레임워크 또는 라이브러리 구축 가능자 [웹프로그래밍] - jsp, java, ASP / PHP 개발 능숙자 - HTML, JavaScript..."
https://kr.indeed.com/viewjob?jk=3fe823bafcdcf478,Blockchain Platform 개발 / 분산 플랫폼 개발,알투브이 서울 영등포구,,"러그인 방식의 확장 프로그램 개발( JAVA) [우대 사항] - 스크럼 프로젝트 개발 경험 * 칸반보드, 스탠드업미팅, 스프린트 - JUnit, Mockito 등을 활용한 유닛테스트 작성 경험 - JAVA 8, Spring..."
https://kr.indeed.com/viewjob?jk=6f57912c293c8241,Java/JSP 사원급 (정규직),포웨이브소프트 서울 금천구,"월급 1,800,000원",모집직종 JAVA 프로그래밍 언어 전문가 모집인원 1명 학력 관계없음 전공... 모집인원 : 신입 1명 - 학력 : 학력무관 [담당업무] - 프로그램 개발 ( JAVA)/및 정기점검 경력조건 신입 필요경력 자격면허 병역 병역 특례...
https://kr.indeed.com/viewjob?jk=a5201fea719f83ed,[IT대기업]O2O서비스 커머스 백엔드 개발/관리,에이스파트너스서치펌 서울,,"Architecture/DB 설계 계열사 및 외부시스템 연동 필요경력 Java, 객체지향, Spring Framework, SQL 기반의 서버 개발... 통신·모바일·게임>웹프로그래머> JAVA|인터넷·IT·통신·모바일·게임>웹프..."
